Station_Name,Lon,Lat,Alti,Time,TEM_Avg
﻿富东,100,23.12,2030,2020/01/01,11.3
﻿护国站,102.71,25.05,2000,2020/01/01,12.8
﻿雪林,99.56,23.03,1795,2020/01/01,12.6
﻿蒲川,98.57,24.72,1386,2020/01/01,11.3
﻿前卫,102.73,24.33,1657,2020/01/01,12.4
﻿八街相连村,102.31,24.63,2091,2020/01/01,10.6
﻿银水箐村,102.94,26.08,2431,2020/01/01,9.3
﻿兰坪,99.41,26.44,2344.9,2020/01/01,4.5
﻿陇川,97.78,24.17,990.8,2020/01/01,13.4
﻿宜次,101.38,24.81,1862,2020/01/01,10.1
﻿西三,103.42,24.5,1604,2020/01/01,10.4
﻿绿汁,101.96,24.68,1230,2020/01/01,13.6
﻿凤尾,99.02,23.89,859,2020/01/01,14.6
﻿盘江,103.83,25.75,1948,2020/01/01,10.4
﻿勐满七分场,101.3,21.29,658,2020/01/01,19.3
﻿塔城,99.38,27.61,2247,2020/01/01,4.5
﻿狮子山,102.06,24.86,1670,2020/01/01,11.5
﻿沙拉村,100.71,24.72,1480,2020/01/01,12
﻿娜姑镇,103.15,26.52,2022,2020/01/01,11.4
﻿浦贵,101.93,23.44,1680,2020/01/01,15.5
﻿马金铺,102.8,24.78,1911,2020/01/01,10.9
﻿田心,102.21,25.81,1890,2020/01/01,10.9
﻿太安,100.04,26.72,2963,2020/01/01,1.1
﻿无量山镇,100.1,24.13,1794,2020/01/01,11.4
﻿弥渡寅街,100.53,25.27,1704,2020/01/01,11.3
﻿洱源西山,99.67,25.97,2537,2020/01/01,6.1
﻿威信,105.05,27.85,1217.7,2020/01/01,5
﻿郎恒,105.58,23.37,759,2020/01/01,16.8
﻿景信,99.67,22.45,1042,2020/01/01,15
﻿落水洞村委会,102.98,25.9,2401,2020/01/01,7.5
﻿勐往乡,100.47,22.39,798,2020/01/01,16.6
﻿通甸 ,99.51,26.66,2488,2020/01/01,2.5
﻿法块,103.6,24.61,1796,2020/01/01,12.4
﻿金庄,99.81,27.15,2000,2020/01/01,6.7
﻿东山,104.26,26.11,1715,2020/01/01,12.8
﻿战河,100.91,26.86,2648,2020/01/01,5
﻿多依,99.92,23.92,1849,2020/01/01,10.2
﻿福贡,98.87,26.9,1189.7,2020/01/01,9.9
﻿沙拉托,102.57,23.1,1698,2020/01/01,13.4
﻿景谷镇,100.62,23.73,1314,2020/01/01,12.7
﻿绿春,102.42,23,1642.8,2020/01/01,14.8
﻿格渣,103.61,24.76,2095,2020/01/01,10
﻿沙依坡,103.21,22.96,1483,2020/01/01,13.9
﻿石鼓,99.95,26.87,1710,2020/01/01,7
﻿象明,101.31,22.13,780,2020/01/01,18
﻿团结和平,102.54,25.07,2119,2020/01/01,8.9
﻿鲁六村,103.07,25.65,2383,2020/01/01,8.9
﻿勐宋,100.56,22.06,1222,2020/01/01,14.9
﻿鲁甸,99.46,27.22,3100,2020/01/01,2.8
﻿光明电站,100.63,21.74,829,2020/01/01,18
﻿圈内乡政府,100.1,23.63,1785,2020/01/01,10.1
﻿罗武庄,100.77,25.11,1800,2020/01/01,11.7
﻿里仕,101.99,24.75,2080,2020/01/01,10.9
﻿五合,98.67,24.87,1360,2020/01/01,10.3
﻿青岗岭,103.74,27.53,1939,2020/01/01,5
﻿海嘎,103.43,25.76,2098,2020/01/01,10
﻿格宜,104.39,26.32,1950,2020/01/01,9.8
﻿富良棚,102.09,24.31,1910,2020/01/01,9.9
﻿营上,104.31,25.48,1850,2020/01/01,12.2
﻿拖克,103.78,26.39,2010,2020/01/01,8.1
﻿蓝莓农气,102.89,24.64,1732,2020/01/01,11.8
﻿栗庙,102.53,24.7,2032,2020/01/01,10.6
﻿安定,100.62,24.73,1413,2020/01/01,11
﻿通红甸,103.07,24.33,1614,2020/01/01,14.8
﻿九乡风景区,103.38,25.07,1835,2020/01/01,11.1
﻿六顺,100.73,22.62,1255,2020/01/01,14.5
﻿杉阳镇,99.39,25.32,1447.6,2020/01/01,11.8
﻿宜良,103.14,24.89,1639.5,2020/01/01,13.7
﻿彩云,103.9,24.7,1857,2020/01/01,11.1
﻿帮湾,97.85,24.31,1015,2020/01/01,13.8
﻿大水井,104.37,24.78,1572,2020/01/01,11.4
﻿勐养镇,100.91,22.09,774,2020/01/01,18.2
﻿三界村委会,102.92,25.98,2469,2020/01/01,6.1
﻿雪山道班,99.13,28.32,3754,2020/01/01,-3.9
﻿洒水河,97.91,24.83,1243,2020/01/01,12.7
﻿三川,100.66,26.75,1594,2020/01/01,10.2
﻿金方普河村,102.53,24.89,1891,2020/01/01,9.5
﻿五星乡,103.26,26.54,2200,2020/01/01,9.6
﻿木利矿山,105.37,23.99,784,2020/01/01,17
﻿实验学校,102.46,24.9,1875,2020/01/01,10.4
﻿白塔村,102.34,24.99,1813,2020/01/01,8.8
﻿杨桥,103.04,25.31,1914,2020/01/01,11.1
﻿汤丹,103.07,26.18,2163,2020/01/01,10.1
﻿灵泉,103.15,23.68,1770,2020/01/01,12.7
﻿阿用,105.59,23.97,722,2020/01/01,16.4
﻿弄岛村,97.65,23.87,735,2020/01/01,14.3
﻿大石头水库,103.02,25.38,1975,2020/01/01,9
﻿期路白,103.53,23.21,1478,2020/01/01,14.3
﻿得禄,103.96,26.47,1853,2020/01/01,9.3
﻿外普拉,101.47,25.91,1447,2020/01/01,11.6
﻿勐竜,98.42,24.7,1470,2020/01/01,11.5
﻿嘉陵小学,103.13,25.31,1906,2020/01/01,10.6
﻿防汛办,103.95,24.92,1710,2020/01/01,13.4
﻿赵家寨,98,24.55,1721.6,2020/01/01,10.8
﻿景东,100.86,24.44,1162.3,2020/01/01,13.2
﻿马家坝站,101.64,24.25,1612,2020/01/01,13.7
﻿涡旋糖林场,102.57,25.59,1986,2020/01/01,9.9
﻿红光农场,101.88,23.66,675,2020/01/01,18.2
﻿董干,105.16,23.36,1647,2020/01/01,13.1
﻿合理村,103.05,25.85,2076,2020/01/01,8.5
﻿午街,103.6,24.52,1730,2020/01/01,12.2
﻿鹿鸣乡,100.73,25.28,1611,2020/01/14,10.8
﻿大理太邑,100.11,25.51,1916,2020/01/01,10.3
﻿花石村,100.99,24.43,1226,2020/01/01,11.2
﻿黄泥坳站,103.84,27.83,1192,2020/01/01,6.4
﻿月湖水库,103.44,24.83,1934,2020/01/01,11.2
﻿乌峰,104.89,27.46,1731,2020/01/01,4.9
﻿铜牛寺水库,102.84,25.04,1974,2020/01/01,10.4
﻿攀天阁,99.23,27.33,2650,2020/01/01,3.1
﻿老勐,102.8,22.92,511,2020/01/01,19.4
﻿松坪,100.54,26.9,2143,2020/01/01,8.4
﻿凤山,100.78,23.67,1040,2020/01/01,14
﻿七星镇,103.33,25.54,1879,2020/01/01,10.9
﻿杨林新村,103.05,25.26,1931,2020/01/01,11.6
﻿阿子营,102.77,25.34,2082,2020/01/01,8.1
﻿三岔河,103.77,25.05,1840,2020/01/01,12.8
﻿新街乡,104,23.2,1760,2020/01/01,11.6
﻿中和站,104.09,28.16,605,2020/01/01,9.5
﻿红河,102.43,23.37,974.5,2020/01/01,17.8
﻿滇源小营,102.86,25.25,1978,2020/01/01,9.6
﻿吉里村,102.91,24.64,1692,2020/01/01,13
﻿岩峰哨,102.86,25.43,2313,2020/01/01,8.5
﻿邓川镇,100.06,26,1988,2020/01/01,8.7
﻿长底,104.5,25.03,1187,2020/01/01,12.9
﻿雷达站,99.85,24.64,2310,2020/01/01,13.5
﻿普关,98.14,25.08,966.9,2020/01/01,11.9
﻿土林,101.75,25.85,1199.7,2020/01/01,16.2
﻿黑井,101.77,25.4,1571,2020/01/01,13.9
﻿中安,104.07,25.64,2089,2020/01/01,10.2
﻿富乐,104.39,25.36,1843,2020/01/01,12.2
﻿东川,103.17,26.1,1263.8,2020/01/01,18.2
﻿管理局,100.64,26.47,1520,2020/01/01,13
﻿龙潭,102.17,23.65,1917,2020/01/01,12.4
﻿大湾,105.05,27.68,1225,2020/01/01,6
﻿厦格,104.14,25.58,2130,2020/01/01,10.6
﻿碗厂,104.51,27.64,1631,2020/01/01,3.2
﻿马塘镇,104.05,23.51,1350,2020/01/01,14.6
﻿碧城,102.31,25.31,1889,2020/01/01,10.1
﻿祥和,100.22,26.87,2392.4,2020/01/01,7.3
﻿东村祖库,102.71,25.56,2070,2020/01/01,10.9
﻿云茶山庄,102.27,24.15,2171,2020/01/01,10.6
﻿谦六,100.16,22.9,1224,2020/01/01,15
﻿南华,101.26,25.21,1905.4,2020/01/01,9.1
﻿韩家营,102.57,24.59,1925,2020/01/01,10.8
﻿拉巴,99.64,22.51,1078,2020/01/01,14.5
﻿款庄镇,102.67,25.45,1650,2020/01/01,10.8
﻿江边,103.61,24.02,996,2020/01/01,16.1
﻿彩色沙林,103.72,24.9,1953,2020/01/01,11.7
﻿松华,102.74,25.28,2155,2020/01/01,9.3
﻿芹菜塘,100.73,24.26,1898,2020/01/01,9.3
﻿太华山,102.62,24.96,2358.3,2020/01/01,8.8
﻿金江镇,99.83,27.13,1885,2020/01/01,7
﻿王氏坚果庄园,98.89,23.81,1330,2020/01/01,13.9
﻿大寨子,100.7,24.35,2055,2020/01/01,10
﻿黄草岭村,100.76,24.38,2188,2020/01/01,10.2
﻿金源,103.13,25.85,1625,2020/01/01,13.8
﻿圆通山,102.71,25.06,1918,2020/01/01,12.6
﻿龙庆关,102.16,25.42,2099,2020/01/01,7.8
﻿南羊街,103.13,24.85,1559,2020/01/01,14
﻿普达措,99.93,27.9,3622,2020/01/01,-4
﻿湾云,101.92,25.7,1189,2020/01/01,17.1
﻿那招,100.16,23.69,1891,2020/01/01,12
﻿卡房,103.14,23.26,1773,2020/01/01,11.5
﻿金马街道,102.75,25.04,1927,2020/01/01,12.6
﻿北闸,103.6,27.44,1965,2020/01/01,8.5
﻿民建乡,98.99,25.72,2240,2020/01/01,6.5
﻿者太,104.63,24.27,1253,2020/01/01,15.1
﻿茨竹林,100.49,22.7,1510,2020/01/01,13.7
﻿布嘎,103.72,27.21,1995,2020/01/01,9.2
﻿师宗,103.98,24.82,1900.9,2020/01/01,11
﻿丕德,104.5,25.13,1454.1,2020/01/01,12.8
﻿罗免,102.46,25.34,1739,2020/01/01,10.7
﻿矣纳,102.98,25.19,1970,2020/01/01,10.5
﻿龙场,104.26,26.31,1950,2020/01/01,10.7
﻿八街磨南德村,102.33,24.54,2115,2020/01/01,9.7
﻿插甸,102.29,25.62,1997,2020/01/01,8.3
﻿惠民,100.05,22.28,1140,2020/01/01,15.6
﻿富宁,105.63,23.63,685.8,2020/01/01,17.6
﻿元谋,101.87,25.73,1120.6,2020/01/01,15.4
﻿东山乡,100.89,25.59,1922,2020/01/01,8.6
﻿普淜镇,100.9,25.33,2142,2020/01/01,9.4
﻿仁兴,102.29,25.41,1850,2020/01/01,10.6
﻿海口中滩街,102.61,24.79,1907,2020/01/01,11.8
﻿篆塘,102.69,25.04,1880,2020/01/01,12.6
﻿三岔河,101,25.89,1460,2020/01/01,11.2
﻿篆角,104.93,23.61,1224,2020/01/01,15.4
﻿乌木龙,99.7,24.2,1934,2020/01/01,9.5
﻿龙海,103.83,24.95,2136,2020/01/01,10.8
﻿牟定,101.52,25.31,1822,2020/01/01,10.4
﻿勐白,99.7,22.4,1122,2020/01/01,14.8
﻿腊勐,98.9,24.73,1925,2020/01/01,9.8
﻿忙糯大浪坝,99.96,23.46,2200,2020/01/01,8.3
﻿高峰,100.79,24.32,2447,2020/01/01,7.8
﻿黄华站,103.55,27.99,805,2020/01/01,11.1
﻿钟鸣,104.06,27.81,1540,2020/01/01,3.7
﻿景三七,100.68,21.93,800,2020/01/01,18.2
﻿幸福,99.97,24.16,951.5,2020/01/01,13.7
﻿堂上,104.8,24.41,830,2020/01/01,14.7
﻿法古甸,102.35,24.5,2127,2020/01/01,8.6
﻿龙头山,103.35,27.11,2000,2020/01/01,10.3
﻿营盘甘蔗,99.68,24.37,1440,2020/01/01,12.1
﻿大文,100,23.35,1623,2020/01/01,13
﻿大木奔,101.95,24.61,1169,2020/01/01,13.3
﻿大理永兴,100.11,25.87,2037,2020/01/01,9.7
﻿米户,103.17,25.11,1803,2020/01/01,10.8
﻿贺派,99.36,23.48,1173,2020/01/02,13.3
﻿温泉后山崀村,102.43,24.99,1859,2020/01/01,8.9
﻿瓦哨宗,102.11,24.28,1869,2020/01/01,9.2
﻿以勒,105.14,27.61,1642,2020/01/01,3.8
﻿交支,103.42,26.47,2249,2020/01/01,10.1
﻿甸沙,103.11,25.69,1972,2020/01/01,10.5
﻿牦牛坪,100.24,27.17,3526,2020/01/01,-0.3
﻿哈巴村,100.14,27.38,2648,2020/01/01,5.4
﻿蚌谷,104.58,23.38,1378,2020/01/01,14.5
﻿玉溪,102.55,24.33,1716.9,2020/01/01,12.3
﻿沧溪村,103.13,25.89,1575,2020/01/01,14.7
﻿县街马场村,102.37,24.77,1986,2020/01/01,8.9
﻿竹塘,99.81,22.72,1520,2020/01/01,13.2
﻿红河机场,103.34,23.47,1361,2020/01/01,16.5
﻿中和,101.41,26.16,1570,2020/01/01,11.2
﻿晋城,102.75,24.7,1930,2020/01/01,12.6
﻿新村,101.2,24.68,1857,2020/01/01,12.1
﻿忙怀,100.48,24.52,902,2020/01/01,14.6
﻿板桥北庙,99.21,25.25,1812,2020/01/01,9
﻿西定,100.15,21.94,1900,2020/01/01,13.9
﻿黄草坝烤烟,102.44,24.44,1940,2020/01/01,8
﻿大河,104.3,25.55,1734,2020/01/01,10.7
﻿马庄村,99.92,24.72,1970,2020/01/01,10.8
﻿海岱,104.35,26.07,1722,2020/01/01,11.5
﻿中排 ,99.2,26.87,1814,2020/01/01,6.7
﻿坟箐,101.04,25.79,1705,2020/01/01,9.8
﻿瓦渡,99.37,25.1,1892,2020/01/01,8.6
﻿舍资,101.91,25.19,1724,2020/01/01,8.9
﻿平川镇,100.79,26.05,1732,2020/01/01,9.3
﻿酒房,99.13,24.47,1908,2020/01/01,8.3
﻿大龙潭,102.11,24.43,1725,2020/01/01,10.3
﻿宁洱,101.05,23.03,1336.9,2020/01/01,13.8
﻿古木,104.58,25.38,1357.2,2020/01/01,13.4
﻿金殿公园,102.77,25.09,2060,2020/01/01,10.9
﻿勐醒二区9队,101.33,21.98,582,2020/01/01,17.9
﻿大具,100.25,27.3,1758,2020/01/01,10.5
﻿幸福站,104,27.71,834,2020/01/01,9.4
﻿戛洒,101.57,24.05,568,2020/01/01,16.9
﻿勐醒三区4队,101.34,21.93,558,2020/01/06,18.5
﻿木厂,104.18,22.95,1370,2020/01/01,14
﻿那能,105.9,23.91,451,2020/01/01,16.9
﻿浪堤,102.23,23.31,1850,2020/01/01,13.9
﻿温泉,99.67,24.69,1907,2020/01/01,10.4
﻿岩头村,100.65,24.46,1705,2020/01/01,12.5
﻿老厂,101.68,24.17,1513,2020/01/01,13.3
﻿白河,103.88,22.97,822,2020/01/01,17.7
﻿新塘房,100.07,24.17,1010,2020/01/01,13.4
﻿功山,103.26,25.74,1933,2020/01/01,10.6
﻿清水热海,98.44,24.95,1444,2020/01/01,10.5
﻿桥头,104.12,22.86,1103,2020/01/01,15.7
﻿一朵云,102.97,25,2189,2020/01/01,8.9
﻿德马,103.34,25.06,1877,2020/01/01,11.8
﻿温泉,102.45,24.97,1920,2020/01/01,9.5
﻿晋城石碑,102.74,24.67,1923,2020/01/01,12
﻿田坝村,103.08,26.22,2250,2020/01/01,6.6
﻿兔街,100.8,24.78,1578,2020/01/01,11.1
﻿北海,98.56,25.12,1729.5,2020/01/01,9.6
﻿弥渡大坝,100.44,25.47,1943,2020/01/01,9.3
﻿板栗站,103.99,28.52,600,2020/01/01,8.9
﻿元阳机场,102.59,23.1,1736,2020/01/01,13.9
﻿面甸,103,23.47,1340,2020/01/01,15.3
﻿大水沟,101.94,22.95,1152,2020/01/01,17.4
﻿霞若乡,99.3,27.8,2021,2020/01/01,6.1
﻿紫金乡,100.03,25.43,1797,2020/01/01,10.5
﻿鱼塘,101.48,23.18,1652,2020/01/01,14.3
﻿秧草凹片区,102.99,25.11,2137,2020/01/01,10.3
﻿长箐村,102.86,25.62,2203,2020/01/01,8.5
﻿银杏村,98.52,25.31,1786,2020/01/01,8
﻿营盘,98.04,24.26,940,2020/01/01,14.1
﻿马鞍山乡,100.14,25.34,1942,2020/01/01,8.1
﻿坝糯,99.94,23.63,1928,2020/01/01,11.6
﻿八角,100.95,24.87,1952,2020/01/01,10.7
﻿泼机,104.97,27.41,1521,2020/01/01,7.1
﻿上瓦伟村,100.79,24.67,1597,2020/01/01,12.1
﻿前卫柏池古,102.66,24.34,1883,2020/01/01,11.3
﻿尚勇,101.71,21.24,771,2020/01/01,17.9
﻿岩榴,99.78,23.77,1874,2020/01/01,12.8
﻿小新街,103.02,23,1624,2020/01/01,12.6
﻿狮子,103.64,26.17,1702,2020/01/01,11.4
﻿花山,104.47,27.5,2018,2020/01/01,3.4
﻿松林村,102.91,25.55,2267,2020/01/01,8.9
﻿庙街镇,100.28,25.32,1780,2020/01/01,10.9
﻿秀龙村,101.12,24.34,1819,2020/01/01,12.5
﻿白泥磨,103.06,24.61,2066,2020/01/01,12.4
﻿妥甸马龙,101.51,24.67,940,2020/01/01,14.1
﻿宜柰村,103.6,24.84,2091,2020/01/01,10.8
﻿东村中民,102.73,25.54,1850,2020/01/01,11.6
﻿利月村,100.75,24.51,1578,2020/01/01,12.1
﻿青龙双湄村,102.29,25.01,1839,2020/01/01,8.1
﻿大桥乡,103.34,26.68,2495,2020/01/01,7.1
﻿甸中,102.22,24.41,1644,2020/01/01,11.6
﻿靖安,103.75,27.55,1870,2020/01/01,5.2
﻿姐相,97.75,23.92,763,2020/01/01,15
﻿小红山,101.56,25.78,1784,2020/01/01,10.6
﻿豆沙,104.12,28.04,588,2020/01/01,10.5
﻿施坝,99.26,27.77,2236,2020/01/01,4.7
﻿沙锅村,102.54,24.81,1900,2020/01/01,9.8
﻿德泽,103.6,26,1713,2020/01/01,12.7
﻿剑川羊岑,99.8,26.48,2350,2020/01/01,3.9
﻿李浩寨,102.84,23.84,1725,2020/01/01,13.8
﻿塘子,103.25,25.43,2073,2020/01/01,10.5
﻿老店,103.28,26.93,1810,2020/01/01,11.7
﻿昔本,100.06,23.8,1645,2020/01/01,10.6
﻿白水,103.85,24.65,1827,2020/01/01,11.3
﻿昆明前卫,102.54,24.56,1951,2020/01/01,9.8
﻿兔耳,102.93,25.2,2149,2020/01/01,10.1
﻿东河,100.07,22.92,1880,2020/01/01,13.2
﻿西北勒,103.47,23.49,2040,2020/01/01,11.9
﻿新村村,103.25,26.12,1235,2020/01/01,16.5
﻿邵九村,102.33,24.92,1879,2020/01/01,9.2
﻿八寨,104.06,23.02,1780,2020/01/01,12.3
﻿八街招霸村,102.42,24.65,1978,2020/01/01,7.8
﻿白鹤,101.21,25.65,1870,2020/01/01,9.6
﻿公平村,100.65,24.4,1941,2020/01/01,11
﻿阿旺,103.25,25.93,1457.3,2020/01/01,17.9
﻿左门,101.06,25.65,2340,2020/01/01,7.3
﻿仓街,101.28,25.68,1872,2020/01/01,9.7
﻿棋盘山,102.58,25.05,2493,2020/01/01,8
﻿弄丘,98.3,24.19,1481,2020/01/01,12.8
﻿那哈,101.85,23.15,1395,2020/01/01,15.8
﻿白路,102.05,25.66,2361,2020/01/01,10.8
﻿董马,104.9,23.42,1112,2020/01/01,15.7
﻿海口,102.94,24.52,1726.1,2020/01/01,13.7
﻿六街,102.23,24.83,1670,2020/01/01,10.6
﻿苏典,97.94,25.13,1645.3,2020/01/01,8.2
﻿龙街,101.54,25.67,1684,2020/01/01,10
﻿尼龙,103.26,25.14,1680,2020/01/01,11.2
﻿南涧,100.52,25.04,1377.2,2020/01/01,12.8
﻿墨红,104.15,25.38,2033,2020/01/01,10.6
﻿中村,102.06,25.25,1630,2020/01/01,10.7
﻿沾益,103.82,25.6,1891.5,2020/01/01,11.7
﻿临沧,100.12,23.88,1636.1,2020/01/01,12
﻿宽塘,104.41,25.44,2030.3,2020/01/01,10.8
﻿得龙,99.13,23.47,1230,2020/01/10,15.6
﻿凉风凹,104.18,28.42,1207,2020/01/01,5.3
﻿勐堆,98.89,23.92,911,2020/01/01,13.6
﻿龙脖河,103.62,22.82,250,2020/01/01,20.7
﻿龙洞村,100.56,24.41,1885,2020/01/01,11.6
﻿二溪,104.11,28.44,932,2020/01/01,6.6
﻿树皮,104.09,23.87,1661,2020/01/01,12
﻿跑马坪,100.98,27,2507,2020/01/01,2.9
﻿小新街,103.22,25.31,1890,2020/01/01,11.3
﻿双龙营,104.2,24.2,1470,2020/01/01,14.4
﻿太阳历园,101.54,25.04,1783,2020/01/01,10.3
﻿渡船坝,104.73,27.58,1034,2020/01/01,7.9
﻿甸尾,102.71,23.77,1551,2020/01/01,14.8
﻿田坝,100.99,23.69,1621,2020/01/01,11.5
﻿暖里,100.85,23.4,1181,2020/01/01,15
﻿古木镇,104.27,23.27,1426,2020/01/01,15.5
﻿法者村委会,103.02,26.03,2412,2020/01/01,9
﻿酒井,99.97,22.45,1400,2020/01/01,13.5
﻿尾乍黑村,103.51,24.58,1838,2020/01/01,10.5
﻿祥云米甸,100.75,25.67,1974,2020/01/01,8.7
﻿县街下石江村,102.44,24.88,1864,2020/01/01,10
﻿戈奎,102.47,23.1,1496,2020/01/01,15.2
﻿陆良,103.62,24.98,1857.6,2020/01/01,11.3
﻿谷拉,106.04,23.59,284,2020/01/01,18
﻿十八连山,104.57,25.14,1730,2020/01/01,11.7
﻿朱张,99.73,28.02,3554.2,2020/01/01,-3.2
﻿玉龙,103.18,24.84,1590,2020/01/01,12.8
﻿马鞍底,103.51,22.73,1350,2020/01/01,13.7
﻿太平核桃,100.05,24.58,2000,2020/01/03,11.6
﻿永定三村,102.58,25.21,1767,2020/01/01,10
﻿瓦马,98.98,25.57,1740,2020/01/01,9.9
﻿摆宰,103.19,25.66,2187,2020/01/01,10.9
﻿九甲,101.23,24.19,1814,2020/01/01,12.6
﻿云南驿镇,100.69,25.39,1960,2020/01/01,9.8
﻿南岸站,103.86,28.66,449.5,2020/01/01,10.8
﻿四营下马坊,103.13,25.25,1961,2020/01/01,11.9
﻿老街,104.84,27.75,1405,2020/01/01,4.6
﻿六街敬老院,102.69,24.52,1975,2020/01/01,9.6
﻿芒宽,98.87,25.45,854,2020/01/01,13.4
﻿追栗街镇,104.4,23.32,1446,2020/01/01,13.6
﻿平坡镇,100.05,25.58,1480,2020/01/01,11.3
﻿旧县,103.39,25.36,1964,2020/01/01,10.6
﻿云龙,103.25,23.71,1052,2020/01/01,17.9
﻿老麦,99.25,24.88,2042,2020/01/01,7.9
﻿臭水收费站,101.16,23.26,1020,2020/01/01,14.7
﻿箐口,104.61,25.32,1847,2020/01/01,12
﻿新化,101.86,24.12,1892,2020/01/01,13.5
﻿黄瓜园,101.86,25.82,1050,2020/01/01,15.2
﻿茂山镇,102.51,25.69,1719,2020/01/01,8.5
﻿窑坡村站,102.39,24.72,1928,2020/01/01,11.3
﻿大庄水库,103.39,23.61,1391.1,2020/01/01,15.6
﻿板桥,103.25,24.68,1676,2020/01/01,13.1
﻿勐糯,99.03,24.3,789,2020/01/01,14.5
﻿清水河村,102.57,24.56,1968,2020/01/01,11
﻿勐底农场,99.44,24.19,830,2020/01/01,14.7
﻿农哈哈,101.24,25.49,1888,2020/01/01,10
﻿五星村,102.94,25.69,2690,2020/01/01,6.4
﻿新华乡,100.07,24.87,2180,2020/01/01,8.9
﻿小寨,103.48,27.19,1621,2020/01/01,13.1
﻿骑马坝,102.25,22.82,835,2020/01/01,18.6
﻿阿扎河,102.48,23.18,1849,2020/01/01,13.6
﻿铜厂,104.36,25.56,1889.9,2020/01/01,12.1
﻿雨河,104.85,27.76,1499,2020/01/01,3.9
﻿簸以,104.07,27.5,1716,2020/01/01,4.2
﻿永昌,102.7,25.02,1915,2020/01/01,12.9
﻿和平,102.19,25.2,1776,2020/01/01,9.6
﻿小河村,103.29,24.88,1771,2020/01/01,11.9
﻿兴旺,102.47,24.17,1510,2020/01/01,11.3
﻿河底岗,99.68,23.88,1539,2020/01/01,15.1
﻿杨武交通站,102.12,23.88,1432,2020/01/01,14.8
﻿曼宛洼,100.67,21.73,647,2020/01/01,20.6
